timestamp,value
2026-07-19T00:00:00.000Z,1.959
2026-07-20T00:00:00.000Z,1.955
2026-07-21T00:00:00.000Z,2.085
2026-07-22T00:00:00.000Z,1.971
2026-07-23T00:00:00.000Z,2.015
2026-07-24T00:00:00.000Z,2.119
2026-07-25T00:00:00.000Z,2.030
2026-07-26T00:00:00.000Z,2.149
2026-07-27T00:00:00.000Z,2.233
2026-07-28T00:00:00.000Z,2.334
2026-07-29T00:00:00.000Z,2.350
2026-07-30T00:00:00.000Z,2.480
2026-07-31T00:00:00.000Z,2.485
2026-08-01T00:00:00.000Z,2.485
2026-08-02T00:00:00.000Z,2.551
2026-08-03T00:00:00.000Z,2.710
2026-08-04T00:00:00.000Z,2.690
2026-08-05T00:00:00.000Z,2.717
2026-08-06T00:00:00.000Z,2.756
2026-08-07T00:00:00.000Z,2.709
2026-08-08T00:00:00.000Z,2.827
2026-08-09T00:00:00.000Z,2.850
2026-08-10T00:00:00.000Z,2.858
2026-08-11T00:00:00.000Z,2.863
2026-08-12T00:00:00.000Z,2.981
2026-08-13T00:00:00.000Z,2.873
2026-08-14T00:00:00.000Z,2.927
2026-08-15T00:00:00.000Z,2.950
2026-08-16T00:00:00.000Z,3.034
2026-08-17T00:00:00.000Z,3.199
2026-08-18T00:00:00.000Z,3.404
2026-08-19T00:00:00.000Z,3.839
2026-08-20T00:00:00.000Z,3.848
2026-08-21T00:00:00.000Z,3.716
2026-08-22T00:00:00.000Z,3.323
2026-08-23T00:00:00.000Z,3.025
2026-08-24T00:00:00.000Z,2.796
2026-08-25T00:00:00.000Z,2.701
2026-08-26T00:00:00.000Z,2.566
2026-08-27T00:00:00.000Z,2.514
2026-08-28T00:00:00.000Z,2.447
2026-08-29T00:00:00.000Z,2.311
2026-08-30T00:00:00.000Z,2.348
2026-08-31T00:00:00.000Z,2.283
2026-09-01T00:00:00.000Z,2.255
2026-09-02T00:00:00.000Z,2.200
2026-09-03T00:00:00.000Z,2.171
2026-09-04T00:00:00.000Z,2.150
2026-09-05T00:00:00.000Z,1.963
2026-09-06T00:00:00.000Z,2.049
2026-09-07T00:00:00.000Z,2.050
2026-09-08T00:00:00.000Z,1.955
2026-09-09T00:00:00.000Z,1.840
2026-09-10T00:00:00.000Z,1.904
2026-09-11T00:00:00.000Z,2.009
2026-09-12T00:00:00.000Z,1.927
2026-09-13T00:00:00.000Z,1.892
2026-09-14T00:00:00.000Z,1.885
2026-09-15T00:00:00.000Z,1.816
2026-09-16T00:00:00.000Z,1.730
2026-09-17T00:00:00.000Z,1.920
2026-09-18T00:00:00.000Z,2.014
2026-09-19T00:00:00.000Z,2.000
2026-09-20T00:00:00.000Z,2.040
2026-09-21T00:00:00.000Z,1.982
2026-09-22T00:00:00.000Z,2.040
2026-09-23T00:00:00.000Z,2.111
2026-09-24T00:00:00.000Z,2.048
2026-09-25T00:00:00.000Z,2.234
2026-09-26T00:00:00.000Z,2.366
2026-09-27T00:00:00.000Z,2.339
