timestamp,temperature,price,demand
2026-07-07T12:00:00.000Z,11.26,0.0794,488.5
2026-07-07T13:00:00.000Z,13.19,0.0790,487.4
2026-07-07T14:00:00.000Z,14.72,0.0846,515.7
2026-07-07T15:00:00.000Z,15.99,0.0977,562.1
2026-07-07T16:00:00.000Z,19.32,0.0924,597.4
2026-07-07T17:00:00.000Z,20.49,0.1042,607.4
2026-07-07T18:00:00.000Z,22.43,0.1084,660.3
2026-07-07T19:00:00.000Z,23.62,0.1286,678.2
2026-07-07T20:00:00.000Z,24.06,0.1419,666.0
2026-07-07T21:00:00.000Z,24.48,0.1362,626.4
2026-07-07T22:00:00.000Z,22.73,0.1396,615.5
2026-07-07T23:00:00.000Z,23.45,0.1431,589.5
2026-07-08T00:00:00.000Z,19.78,0.1551,549.3
2026-07-08T01:00:00.000Z,20.44,0.1592,499.7
2026-07-08T02:00:00.000Z,17.41,0.1428,410.9
2026-07-08T03:00:00.000Z,15.99,0.1352,411.0
2026-07-08T04:00:00.000Z,12.95,0.1322,390.9
2026-07-08T05:00:00.000Z,11.40,0.1334,373.0
2026-07-08T06:00:00.000Z,9.01,0.1217,344.4
2026-07-08T07:00:00.000Z,7.92,0.1224,363.9
2026-07-08T08:00:00.000Z,8.64,0.1091,368.0
2026-07-08T09:00:00.000Z,8.23,0.1145,390.4
2026-07-08T10:00:00.000Z,8.48,0.1009,380.3
2026-07-08T11:00:00.000Z,8.28,0.1131,426.2
2026-07-08T12:00:00.000Z,10.42,0.0978,427.8
2026-07-08T13:00:00.000Z,11.04,0.1014,471.1
2026-07-08T14:00:00.000Z,13.33,0.1045,489.4
2026-07-08T15:00:00.000Z,15.65,0.0965,500.4
2026-07-08T16:00:00.000Z,16.98,0.1025,574.0
2026-07-08T17:00:00.000Z,18.01,0.1269,598.6
2026-07-08T18:00:00.000Z,20.85,0.1284,598.8
2026-07-08T19:00:00.000Z,21.39,0.1274,649.2
2026-07-08T20:00:00.000Z,21.73,0.1409,646.0
2026-07-08T21:00:00.000Z,23.13,0.1350,665.1
2026-07-08T22:00:00.000Z,21.16,0.1472,609.3
2026-07-08T23:00:00.000Z,21.97,0.1552,580.8
2026-07-09T00:00:00.000Z,20.27,0.1703,511.1
2026-07-09T01:00:00.000Z,17.37,0.1649,428.5
2026-07-09T02:00:00.000Z,15.70,0.1588,383.8
2026-07-09T03:00:00.000Z,15.78,0.1554,382.1
2026-07-09T04:00:00.000Z,13.78,0.1519,350.4
2026-07-09T05:00:00.000Z,11.01,0.1471,339.6
2026-07-09T06:00:00.000Z,10.00,0.1370,329.0
2026-07-09T07:00:00.000Z,8.35,0.1275,339.6
2026-07-09T08:00:00.000Z,8.80,0.1203,364.1
2026-07-09T09:00:00.000Z,8.65,0.1013,384.2
2026-07-09T10:00:00.000Z,9.45,0.1159,415.2
2026-07-09T11:00:00.000Z,10.30,0.1028,419.3
2026-07-09T12:00:00.000Z,11.04,0.1049,459.5
2026-07-09T13:00:00.000Z,11.24,0.0981,466.2
2026-07-09T14:00:00.000Z,12.46,0.1221,483.9
2026-07-09T15:00:00.000Z,13.69,0.1195,488.3
2026-07-09T16:00:00.000Z,17.60,0.1170,549.2
2026-07-09T17:00:00.000Z,18.85,0.1295,585.3
2026-07-09T18:00:00.000Z,19.91,0.1436,600.5
2026-07-09T19:00:00.000Z,21.25,0.1402,629.3
2026-07-09T20:00:00.000Z,20.79,0.1508,603.3
2026-07-09T21:00:00.000Z,21.42,0.1627,615.9
2026-07-09T22:00:00.000Z,21.24,0.1719,579.0
2026-07-09T23:00:00.000Z,21.72,0.1710,531.6
2026-07-10T00:00:00.000Z,21.57,0.1669,522.4
2026-07-10T01:00:00.000Z,19.51,0.1590,449.5
2026-07-10T02:00:00.000Z,17.42,0.1556,408.1
2026-07-10T03:00:00.000Z,17.13,0.1703,383.6
2026-07-10T04:00:00.000Z,13.88,0.1550,332.8
2026-07-10T05:00:00.000Z,12.90,0.1606,316.6
2026-07-10T06:00:00.000Z,10.42,0.1368,323.6
2026-07-10T07:00:00.000Z,10.42,0.1352,352.5
2026-07-10T08:00:00.000Z,8.47,0.1175,360.2
2026-07-10T09:00:00.000Z,8.91,0.1270,385.4
2026-07-10T10:00:00.000Z,9.63,0.1136,380.9
2026-07-10T11:00:00.000Z,10.03,0.1154,411.7
2026-07-10T12:00:00.000Z,10.95,0.1106,440.8
2026-07-10T13:00:00.000Z,12.96,0.1053,460.8
2026-07-10T14:00:00.000Z,14.58,0.1149,481.9
2026-07-10T15:00:00.000Z,17.02,0.1143,507.0
2026-07-10T16:00:00.000Z,18.37,0.1164,540.0
2026-07-10T17:00:00.000Z,18.71,0.1325,574.9
2026-07-10T18:00:00.000Z,20.17,0.1438,573.4
2026-07-10T19:00:00.000Z,22.81,0.1423,620.8
2026-07-10T20:00:00.000Z,22.00,0.1542,610.5
2026-07-10T21:00:00.000Z,23.46,0.1550,612.2
2026-07-10T22:00:00.000Z,22.58,0.1579,600.8
2026-07-10T23:00:00.000Z,22.18,0.1684,557.3
2026-07-11T00:00:00.000Z,22.86,0.1588,463.7
2026-07-11T01:00:00.000Z,21.54,0.1523,453.1
2026-07-11T02:00:00.000Z,19.50,0.1689,391.4
2026-07-11T03:00:00.000Z,19.01,0.1616,377.0
2026-07-11T04:00:00.000Z,15.38,0.1404,321.6
2026-07-11T05:00:00.000Z,13.80,0.1400,312.8
2026-07-11T06:00:00.000Z,12.66,0.1319,307.2
2026-07-11T07:00:00.000Z,11.80,0.1211,317.6
2026-07-11T08:00:00.000Z,11.93,0.1168,339.7
2026-07-11T09:00:00.000Z,10.52,0.1236,353.4
2026-07-11T10:00:00.000Z,10.36,0.1080,353.5
2026-07-11T11:00:00.000Z,11.56,0.1104,385.9
2026-07-11T12:00:00.000Z,13.63,0.1105,408.1
2026-07-11T13:00:00.000Z,15.14,0.0979,421.2
2026-07-11T14:00:00.000Z,15.16,0.1083,463.5
2026-07-11T15:00:00.000Z,18.77,0.1159,489.1
2026-07-11T16:00:00.000Z,20.27,0.1094,516.5
2026-07-11T17:00:00.000Z,21.30,0.1193,574.9
2026-07-11T18:00:00.000Z,23.35,0.1308,609.9
2026-07-11T19:00:00.000Z,24.25,0.1432,615.7
2026-07-11T20:00:00.000Z,24.43,0.1401,617.8
2026-07-11T21:00:00.000Z,24.17,0.1504,584.7
2026-07-11T22:00:00.000Z,25.40,0.1634,599.5
2026-07-11T23:00:00.000Z,24.18,0.1639,509.8
2026-07-12T00:00:00.000Z,27.47,0.1498,505.8
2026-07-12T01:00:00.000Z,26.19,0.1485,501.9
2026-07-12T02:00:00.000Z,23.66,0.1520,433.6
2026-07-12T03:00:00.000Z,22.58,0.1498,384.0
2026-07-12T04:00:00.000Z,20.58,0.1360,356.8
2026-07-12T05:00:00.000Z,18.12,0.1247,334.4
2026-07-12T06:00:00.000Z,16.59,0.1232,355.4
2026-07-12T07:00:00.000Z,16.68,0.1041,376.7
2026-07-12T08:00:00.000Z,15.59,0.1006,403.0
2026-07-12T09:00:00.000Z,15.41,0.1096,407.3
2026-07-12T10:00:00.000Z,15.84,0.0980,418.8
2026-07-12T11:00:00.000Z,16.54,0.0933,434.8
2026-07-12T12:00:00.000Z,17.47,0.1058,458.1
2026-07-12T13:00:00.000Z,17.63,0.0926,459.7
2026-07-12T14:00:00.000Z,21.40,0.0888,515.3
2026-07-12T15:00:00.000Z,21.80,0.0972,554.3
2026-07-12T16:00:00.000Z,23.57,0.1037,565.6
2026-07-12T17:00:00.000Z,26.59,0.1138,614.0
2026-07-12T18:00:00.000Z,27.38,0.1264,618.0
2026-07-12T19:00:00.000Z,28.07,0.1325,653.9
2026-07-12T20:00:00.000Z,29.41,0.1348,651.4
2026-07-12T21:00:00.000Z,29.12,0.1403,665.7
2026-07-12T22:00:00.000Z,29.18,0.1468,617.6
2026-07-12T23:00:00.000Z,27.71,0.1464,579.8
2026-07-13T00:00:00.000Z,34.97,0.1329,621.8
2026-07-13T01:00:00.000Z,31.14,0.1375,608.3
2026-07-13T02:00:00.000Z,29.80,0.1430,549.2
2026-07-13T03:00:00.000Z,28.92,0.1355,480.2
2026-07-13T04:00:00.000Z,26.40,0.1279,461.3
2026-07-13T05:00:00.000Z,23.57,0.1085,466.8
2026-07-13T06:00:00.000Z,23.77,0.1065,474.9
2026-07-13T07:00:00.000Z,22.95,0.0996,483.3
2026-07-13T08:00:00.000Z,23.45,0.0908,510.0
2026-07-13T09:00:00.000Z,21.75,0.0824,523.9
2026-07-13T10:00:00.000Z,22.28,0.0870,527.1
2026-07-13T11:00:00.000Z,23.60,0.0818,572.8
2026-07-13T12:00:00.000Z,23.31,0.0765,568.9
2026-07-13T13:00:00.000Z,25.51,0.0862,603.9
2026-07-13T14:00:00.000Z,27.18,0.0779,605.3
2026-07-13T15:00:00.000Z,29.09,0.0849,673.1
2026-07-13T16:00:00.000Z,31.94,0.0878,701.6
2026-07-13T17:00:00.000Z,33.11,0.0925,724.9
2026-07-13T18:00:00.000Z,32.84,0.0986,759.7
2026-07-13T19:00:00.000Z,35.14,0.1170,789.3
2026-07-13T20:00:00.000Z,36.08,0.1252,786.8
2026-07-13T21:00:00.000Z,35.91,0.1328,755.9
2026-07-13T22:00:00.000Z,35.73,0.1362,734.1
2026-07-13T23:00:00.000Z,36.08,0.1347,689.4
2026-07-14T00:00:00.000Z,30.32,0.1302,659.5
2026-07-14T01:00:00.000Z,28.12,0.1301,577.3
2026-07-14T02:00:00.000Z,26.01,0.1305,516.2
2026-07-14T03:00:00.000Z,24.40,0.1170,491.2
2026-07-14T04:00:00.000Z,21.21,0.1269,483.7
2026-07-14T05:00:00.000Z,21.47,0.1175,448.5
2026-07-14T06:00:00.000Z,19.44,0.1021,444.1
2026-07-14T07:00:00.000Z,19.30,0.0892,447.1
2026-07-14T08:00:00.000Z,18.20,0.0973,480.4
2026-07-14T09:00:00.000Z,17.62,0.0767,492.8
2026-07-14T10:00:00.000Z,18.84,0.0714,539.9
2026-07-14T11:00:00.000Z,19.12,0.0741,549.7
2026-07-14T12:00:00.000Z,19.42,0.0703,541.8
2026-07-14T13:00:00.000Z,22.39,0.0693,596.6
2026-07-14T14:00:00.000Z,22.91,0.0713,627.3
2026-07-14T15:00:00.000Z,25.79,0.0664,626.4
2026-07-14T16:00:00.000Z,27.06,0.0864,692.5
2026-07-14T17:00:00.000Z,28.65,0.0927,711.6
2026-07-14T18:00:00.000Z,29.63,0.0975,707.7
2026-07-14T19:00:00.000Z,31.44,0.1029,779.0
2026-07-14T20:00:00.000Z,32.08,0.1099,766.8
2026-07-14T21:00:00.000Z,32.46,0.1203,748.5
2026-07-14T22:00:00.000Z,31.26,0.1253,695.1
2026-07-14T23:00:00.000Z,31.63,0.1371,669.7
2026-07-15T00:00:00.000Z,28.26,0.1298,608.1
2026-07-15T01:00:00.000Z,27.45,0.1286,563.0
2026-07-15T02:00:00.000Z,24.82,0.1399,525.6
2026-07-15T03:00:00.000Z,22.48,0.1185,467.9
2026-07-15T04:00:00.000Z,21.44,0.1147,459.9
2026-07-15T05:00:00.000Z,18.53,0.1178,442.0
2026-07-15T06:00:00.000Z,18.58,0.1046,417.6
2026-07-15T07:00:00.000Z,16.58,0.0918,452.5
2026-07-15T08:00:00.000Z,16.08,0.0942,457.8
2026-07-15T09:00:00.000Z,16.39,0.0784,475.2
2026-07-15T10:00:00.000Z,16.83,0.0782,520.0
2026-07-15T11:00:00.000Z,16.64,0.0798,516.2
2026-07-15T12:00:00.000Z,16.35,0.0751,521.4
2026-07-15T13:00:00.000Z,20.30,0.0792,551.3
2026-07-15T14:00:00.000Z,20.52,0.0823,593.0
2026-07-15T15:00:00.000Z,22.34,0.0796,611.0
2026-07-15T16:00:00.000Z,24.55,0.0832,651.5
2026-07-15T17:00:00.000Z,25.77,0.0900,695.4
2026-07-15T18:00:00.000Z,27.67,0.0943,730.2
2026-07-15T19:00:00.000Z,28.23,0.1058,729.0
2026-07-15T20:00:00.000Z,30.91,0.1166,769.3
2026-07-15T21:00:00.000Z,30.07,0.1299,723.2
2026-07-15T22:00:00.000Z,30.16,0.1267,699.5
2026-07-15T23:00:00.000Z,30.43,0.1300,669.8
2026-07-16T00:00:00.000Z,25.75,0.1399,604.4
2026-07-16T01:00:00.000Z,24.86,0.1391,543.8
2026-07-16T02:00:00.000Z,23.32,0.1346,515.2
2026-07-16T03:00:00.000Z,20.24,0.1350,458.0
2026-07-16T04:00:00.000Z,18.96,0.1186,403.3
2026-07-16T05:00:00.000Z,17.71,0.1214,424.3
2026-07-16T06:00:00.000Z,16.77,0.1069,403.0
2026-07-16T07:00:00.000Z,16.74,0.1036,461.9
2026-07-16T08:00:00.000Z,14.59,0.1052,461.2
2026-07-16T09:00:00.000Z,14.35,0.0896,418.8
2026-07-16T10:00:00.000Z,14.41,0.0952,500.0
2026-07-16T11:00:00.000Z,15.30,0.0756,486.7
2026-07-16T12:00:00.000Z,16.13,0.0739,505.0
2026-07-16T13:00:00.000Z,17.36,0.0839,552.6
2026-07-16T14:00:00.000Z,18.98,0.0879,556.2
2026-07-16T15:00:00.000Z,20.71,0.0959,597.9
2026-07-16T16:00:00.000Z,22.52,0.0978,621.1
2026-07-16T17:00:00.000Z,25.31,0.1014,647.5
2026-07-16T18:00:00.000Z,25.60,0.1236,683.8
2026-07-16T19:00:00.000Z,27.00,0.1216,706.7
2026-07-16T20:00:00.000Z,27.31,0.1377,674.4
2026-07-16T21:00:00.000Z,27.75,0.1383,663.7
2026-07-16T22:00:00.000Z,27.48,0.1325,650.0
2026-07-16T23:00:00.000Z,28.20,0.1418,634.2
2026-07-17T00:00:00.000Z,23.48,0.1558,562.7
2026-07-17T01:00:00.000Z,22.16,0.1364,513.4
2026-07-17T02:00:00.000Z,20.67,0.1466,480.3
2026-07-17T03:00:00.000Z,19.46,0.1421,423.1
2026-07-17T04:00:00.000Z,17.13,0.1447,366.2
2026-07-17T05:00:00.000Z,15.05,0.1368,389.2
2026-07-17T06:00:00.000Z,13.04,0.1236,355.7
2026-07-17T07:00:00.000Z,13.66,0.1091,373.0
2026-07-17T08:00:00.000Z,11.38,0.1106,392.3
2026-07-17T09:00:00.000Z,12.06,0.1059,403.3
2026-07-17T10:00:00.000Z,12.64,0.0996,427.0
2026-07-17T11:00:00.000Z,13.76,0.0889,438.8
2026-07-17T12:00:00.000Z,13.28,0.0921,482.2
2026-07-17T13:00:00.000Z,15.67,0.0938,493.5
2026-07-17T14:00:00.000Z,16.45,0.1020,525.8
2026-07-17T15:00:00.000Z,19.35,0.0987,571.4
2026-07-17T16:00:00.000Z,19.34,0.1110,598.0
2026-07-17T17:00:00.000Z,21.92,0.1247,609.6
2026-07-17T18:00:00.000Z,23.67,0.1272,636.3
2026-07-17T19:00:00.000Z,25.47,0.1304,660.5
2026-07-17T20:00:00.000Z,25.41,0.1385,658.3
2026-07-17T21:00:00.000Z,25.84,0.1475,648.2
2026-07-17T22:00:00.000Z,24.91,0.1539,618.4
2026-07-17T23:00:00.000Z,24.57,0.1565,587.8
2026-07-18T00:00:00.000Z,22.41,0.1586,491.5
2026-07-18T01:00:00.000Z,20.05,0.1647,424.2
2026-07-18T02:00:00.000Z,19.33,0.1707,378.4
2026-07-18T03:00:00.000Z,16.40,0.1491,316.0
2026-07-18T04:00:00.000Z,13.84,0.1479,317.5
2026-07-18T05:00:00.000Z,12.08,0.1418,296.2
2026-07-18T06:00:00.000Z,13.21,0.1453,298.2
2026-07-18T07:00:00.000Z,10.65,0.1268,313.7
2026-07-18T08:00:00.000Z,10.35,0.1178,323.1
2026-07-18T09:00:00.000Z,8.82,0.1190,341.2
2026-07-18T10:00:00.000Z,9.06,0.1135,346.3
2026-07-18T11:00:00.000Z,11.17,0.1051,361.5
2026-07-18T12:00:00.000Z,12.17,0.1075,410.3
2026-07-18T13:00:00.000Z,13.31,0.1102,441.0
2026-07-18T14:00:00.000Z,14.95,0.1258,451.1
2026-07-18T15:00:00.000Z,17.44,0.1171,470.7
2026-07-18T16:00:00.000Z,18.38,0.1180,495.5
2026-07-18T17:00:00.000Z,20.83,0.1256,547.6
2026-07-18T18:00:00.000Z,21.41,0.1357,577.2
2026-07-18T19:00:00.000Z,22.55,0.1458,573.5
2026-07-18T20:00:00.000Z,23.85,0.1546,585.5
2026-07-18T21:00:00.000Z,23.52,0.1626,570.3
2026-07-18T22:00:00.000Z,23.04,0.1678,560.1
2026-07-18T23:00:00.000Z,23.48,0.1637,506.1
2026-07-19T00:00:00.000Z,20.12,0.1575,484.8
2026-07-19T01:00:00.000Z,18.12,0.1699,411.9
2026-07-19T02:00:00.000Z,17.73,0.1815,349.7
2026-07-19T03:00:00.000Z,14.55,0.1545,282.1
2026-07-19T04:00:00.000Z,14.22,0.1554,279.5
2026-07-19T05:00:00.000Z,11.74,0.1531,287.2
2026-07-19T06:00:00.000Z,10.31,0.1368,275.2
2026-07-19T07:00:00.000Z,7.98,0.1369,291.7
2026-07-19T08:00:00.000Z,7.34,0.1328,287.1
2026-07-19T09:00:00.000Z,7.98,0.1216,313.5
2026-07-19T10:00:00.000Z,7.15,0.1105,340.5
2026-07-19T11:00:00.000Z,9.41,0.1086,372.2
2026-07-19T12:00:00.000Z,10.10,0.1160,382.2
2026-07-19T13:00:00.000Z,11.86,0.1112,398.2
2026-07-19T14:00:00.000Z,13.46,0.1176,417.6
2026-07-19T15:00:00.000Z,15.30,0.1067,458.2
2026-07-19T16:00:00.000Z,17.09,0.1217,522.0
2026-07-19T17:00:00.000Z,18.73,0.1275,538.4
2026-07-19T18:00:00.000Z,20.62,0.1451,573.2
2026-07-19T19:00:00.000Z,20.92,0.1468,558.4
2026-07-19T20:00:00.000Z,22.64,0.1622,598.8
2026-07-19T21:00:00.000Z,22.17,0.1619,559.3
2026-07-19T22:00:00.000Z,21.96,0.1599,539.6
2026-07-19T23:00:00.000Z,23.13,0.1668,528.3
2026-07-20T00:00:00.000Z,20.05,0.1580,503.5
2026-07-20T01:00:00.000Z,19.10,0.1663,472.0
2026-07-20T02:00:00.000Z,17.02,0.1580,390.6
2026-07-20T03:00:00.000Z,14.64,0.1506,384.4
2026-07-20T04:00:00.000Z,13.91,0.1510,333.1
2026-07-20T05:00:00.000Z,11.69,0.1290,331.5
2026-07-20T06:00:00.000Z,9.96,0.1225,346.4
2026-07-20T07:00:00.000Z,9.57,0.1211,351.1
2026-07-20T08:00:00.000Z,10.40,0.1194,390.0
